key_id,player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments
1799,P-00294,Dauda,Fatau,1985-04-06,1,0,0,0,1
1800,P-01361,Davala,Ümit,1973-07-30,0,0,1,0,1
1801,P-05648,Davari,Daniel,1988-01-06,1,0,0,0,1
1802,P-07299,David,Mario,1934-01-03,0,1,0,0,1
1803,P-09268,David,Mircea,1914-10-16,1,0,0,0,1
1804,P-08049,Davidov,Ivan,1943-10-05,0,0,1,0,2
1805,P-04071,Davids,Edgar,1973-03-13,0,0,1,0,1
1806,P-06028,Davids,Lance,1985-04-11,0,0,1,0,1
1807,P-08082,Davidson,Jason,1991-06-29,0,1,0,0,1
1808,P-09665,Davidson,Jimmy,1925-11-08,0,0,1,0,1
1809,P-00639,Davino,Duilio,1976-03-21,0,1,0,0,1
1810,P-03111,Davis,Brad,1981-11-08,0,0,1,0,1
1811,P-07933,Davis,Erick,1991-03-31,0,1,0,0,1
1812,P-03365,Davis,Miguel,1966-06-18,0,0,1,0,1
1813,P-04175,Davoine,Mirto,1933-02-13,0,1,0,0,1
1814,P-06787,Dawes,Chris,1974-05-31,0,0,1,0,1
1815,P-07885,Dawson,Michael,1983-11-18,0,1,0,0,1
1816,P-05035,Dayev,Vyacheslav,1972-09-06,0,1,0,0,1
1817,P-06114,De Agostini,Luigi,1961-04-07,0,1,0,0,1
1818,P-02157,De Arrascaeta,Giorgian,1994-06-01,0,0,0,1,1
1819,P-03993,de Ávila,Antony,1962-12-21,0,0,0,1,2
1820,P-03739,De Bie,Jean,1892-05-09,1,0,0,0,1
1821,P-06203,De Boeck,Glen,1971-08-22,0,1,0,0,2
1822,P-01520,de Boer,Frank,1970-05-15,0,1,0,0,2
1823,P-01404,de Boer,Piet,1919-10-10,0,0,0,1,1
1824,P-02207,de Boer,Ronald,1970-05-15,0,0,1,0,2
1825,P-02009,De Bourgoing,Héctor,1934-07-23,0,1,0,0,1
1826,P-06858,de Brito,Waldemar,1913-05-17,0,0,0,1,1
1827,P-09445,De Bruyne,Kevin,1991-06-28,0,0,1,0,2
1828,P-08776,de Cler,Tim,1978-11-08,0,1,0,0,1
1829,P-00045,De Clercq,Jean,1905-05-17,0,0,1,0,1
1830,P-07467,De Deken,Henri,1907-08-03,0,1,0,0,1
1831,P-03347,de Dios Ramírez Perales,Juan,1969-03-08,0,1,0,0,1
1832,P-06409,de Gea,David,1990-11-07,1,0,0,0,2
1833,P-08462,de Goey,Ed,1966-12-20,1,0,0,0,2
1834,P-05005,de Guzmán,Jonathan,1987-09-13,0,0,1,0,1
1835,P-03339,de Harder,Bertus,1920-01-14,0,0,0,1,1
1836,P-01072,de Jesús Corona,José,1981-01-26,1,0,0,0,3
1837,P-06600,de Jong,Nigel,1984-11-30,0,0,1,0,2
1838,P-01173,de Jong,Theo,1947-08-11,0,0,1,0,1
1839,P-00034,de la Cruz,Antonio,1947-05-07,0,1,0,0,1
1840,P-09694,de la Cruz,Ulises,1974-02-08,0,1,0,0,2
1841,P-04506,de la Torre,Antonio,1951-09-21,0,0,1,0,1
1842,P-01044,de la Torre,Orlando,1943-11-21,0,1,0,0,1
1843,P-03249,de las Casas,Mario,1901-01-31,0,1,0,0,1
1844,P-00262,de León,Hugo,1958-02-27,0,1,0,0,1
1845,P-08613,de los Cobos,Carlos,1958-12-10,0,0,1,0,1
1846,P-00878,de los Santos,Gonzalo,1976-07-19,0,0,1,0,1
1847,P-05589,De Luca,Pasquale,1962-05-26,0,1,0,0,1
1848,P-09272,De Michele,Gabriel,1941-03-06,0,1,0,0,1
1849,P-09332,De Napoli,Fernando,1964-03-15,0,0,1,0,2
1850,P-09214,de Pedro,Javier,1973-08-04,0,0,1,0,1
1851,P-04810,De Rossi,Daniele,1983-07-24,0,0,1,0,3
1852,P-01544,De Sanctis,Morgan,1977-03-26,1,0,0,0,1
1853,P-09177,De Sart,Jean-François,1961-12-18,0,1,0,0,1
1854,P-04676,De Schrijver,Maurits,1951-06-26,0,1,0,0,1
1855,P-06718,De Sciglio,Mattia,1992-10-20,0,1,0,0,1
1856,P-03348,de Simone,Gustavo,1948-04-23,0,1,0,0,1
1857,P-04530,De Sisti,Giancarlo,1943-03-13,0,0,1,0,1
1858,P-04630,De Vlieger,Geert,1971-10-16,1,0,0,0,1
1859,P-06774,de Vrij,Stefan,1992-02-05,0,1,0,0,1
1860,P-09396,De Wilde,Filip,1964-07-05,1,0,0,0,3
1861,P-00616,de Winter,Arie,1913-10-27,0,0,0,1,1
1862,P-05664,De Winter,Alfons,1908-09-12,0,0,1,0,1
1863,P-09507,de Wolf,John,1962-12-10,0,1,0,0,1
1864,P-06910,De Wolf,Michel,1958-01-19,0,1,0,0,3
1865,P-04333,de Zeeuw,Demy,1983-05-26,0,0,1,0,1
1866,P-07449,Debuchy,Mathieu,1985-07-28,0,1,0,0,1
1867,P-03802,Deco,not applicable,1977-08-27,0,0,1,0,2
1868,P-01716,Dedić,Zlatko,1984-05-10,0,0,0,1,1
1869,P-07556,Deering,Chad,1970-09-02,0,0,1,0,1
1870,P-04564,Deflandre,Éric,1973-08-02,0,1,0,0,2
1871,P-00781,Defoe,Jermain,1982-10-07,0,0,0,1,1
1872,P-01466,Défossé,Robert,1909-06-16,1,0,0,0,1
1873,P-09084,Defour,Steven,1988-04-15,0,0,1,0,1
1874,P-08190,Degen,David,1983-02-15,0,0,1,0,1
1875,P-01254,Degen,Philipp,1983-02-15,0,1,0,0,1
1876,P-08227,Degenek,Miloš,1994-04-28,0,1,0,0,1
1877,P-01839,Degeorgi,Josef,1960-01-19,0,1,0,0,1
1878,P-08937,Degryse,Marc,1965-09-04,0,0,0,1,2
1879,P-08511,Deheleanu,Vasile,1910-08-12,0,0,1,0,1
1880,P-07060,Dejagah,Ashkan,1986-07-05,0,0,1,0,2
1881,P-08837,del Águila,Alfredo,1935-01-03,0,0,0,1,1
1882,P-08536,del Castillo,José,1943-01-01,0,0,0,1,1
1883,P-05564,del Muro,Jesús,1937-11-30,0,1,0,0,3
1884,P-07211,del Olmo,Joaquín,1969-04-20,0,0,1,0,1
1885,P-09417,Del Piero,Alessandro,1974-11-09,0,0,0,1,3
1886,P-06783,del Sol,Luis,1935-04-06,0,0,1,0,2
1887,P-02226,Delaney,Thomas,1991-09-03,0,0,1,0,1
1888,P-08242,Delbeke,Gérard,1903-09-01,0,0,1,0,1
1889,P-03974,Deleanu,Augustin,1944-08-23,0,1,0,0,1
1890,P-02254,Delfour,Edmond,1907-11-01,0,0,1,1,3
1891,P-06431,Delgado,Agustín,1974-12-23,0,0,0,1,2
1892,P-06256,Delgado,Edder,1986-11-20,0,0,1,0,1
1893,P-05706,Delgado,José Ramón,1935-08-25,0,1,0,0,2
1894,P-03427,Delgado,Marcelo,1973-03-24,0,0,0,1,1
1895,P-03896,Delgado,not applicable,1979-11-01,0,1,0,0,1
1896,P-00187,Delgado,Rogelio,1959-10-12,0,1,0,0,1
1897,P-06464,Della Torre,José,1906-03-23,0,1,0,0,1
1898,P-04984,Dellacha,Pedro,1926-07-09,0,1,0,0,1
1899,P-09494,Delmer,Célestin,1907-02-15,0,0,1,0,2
1900,P-04531,Delph,Fabian,1989-11-21,0,1,0,0,1
1901,P-03699,Delvecchio,Marco,1973-04-07,0,0,0,1,1
1902,P-07083,Demaría,Attilio,1909-03-19,0,0,0,1,2
1903,P-06575,Dembélé,Mousa,1987-07-16,0,0,1,0,2
1904,P-02718,Dembélé,Ousmane,1997-05-15,0,0,0,1,1
1905,P-09452,Dembrovschi,Emerich,1945-10-06,0,0,1,0,1
1906,P-04600,Demel,Guy,1981-06-13,0,1,0,0,2
1907,P-03433,DeMerit,Jay,1979-12-04,0,1,0,0,1
1908,P-07699,Demichelis,Martín,1980-12-20,0,1,0,0,2
1909,P-04095,Demol,Stéphane,1966-03-11,0,1,0,0,2
1910,P-04433,Dempsey,Clint,1983-03-09,0,0,1,1,3
1911,P-03119,Demyanenko,Anatoliy,1959-02-19,0,1,0,0,3
1912,P-02863,Dendoncker,Leander,1995-04-15,0,1,0,0,1
1913,P-09558,Denegri,Alberto,1906-08-07,0,0,1,0,1
1914,P-09752,Denev,Georgi,1950-04-18,0,0,1,0,1
1915,P-01039,Denílson,not applicable,1943-03-28,0,0,1,0,1
1916,P-05599,Denílson,not applicable,1977-08-24,0,0,1,1,2
1917,P-05445,Denis,Modesto,not available,1,0,0,0,1
1918,P-03435,Denisov,Igor,1984-05-17,0,0,1,0,1
1919,P-01083,Depay,Memphis,1994-02-13,0,0,0,1,1
1920,P-08554,Dequinha,not applicable,1928-03-19,0,0,1,0,1
1921,P-01457,Derdiyok,Eren,1988-06-12,0,0,0,1,1
1922,P-08623,Dereuddre,René,1930-06-26,0,0,0,1,1
1923,P-03135,Dermendzhiev,Dinko,1941-06-02,0,0,1,1,3
1924,P-07128,Desailly,Marcel,1968-09-07,0,1,0,0,2
1925,P-09283,Deschamps,Didier,1968-10-15,0,0,1,0,1
1926,P-03831,Désir,Jean-Claude,1946-08-08,0,0,1,0,1
1927,P-06132,Desmet,Philippe,1958-11-29,0,0,1,0,1
1928,P-00978,Deşu,Adalbert,1909-03-24,0,0,0,1,1
1929,P-08277,Détári,Lajos,1963-04-24,0,0,1,0,1
1930,P-07572,Deverić,Stjepan,1961-08-20,0,0,0,1,1
1931,P-06945,Devincenzi,Alfredo,1911-01-24,0,0,0,1,1
1932,P-07305,Devries,François,1913-08-21,0,0,0,1,1
1933,P-06209,Devrindt,Johan,1944-04-14,0,0,0,1,1
1934,P-08103,Dewalque,Nicolas,1945-09-20,0,1,0,0,1
1935,P-04580,Deyanov,Ivan,1937-12-16,1,0,0,0,1
1936,P-08763,Deyna,Kazimierz,1947-10-23,0,0,1,0,2
1937,P-01800,Dezotti,Gustavo,1964-02-14,0,0,0,1,1
1938,P-07690,Dghay,Said,1964-01-14,1,0,0,0,1
1939,P-08632,Dhiab,Tarak,1954-07-15,0,0,1,0,1
1940,P-00686,Dhorasoo,Vikash,1973-10-10,0,0,1,0,1
1941,P-03642,Dhouib,Mokhtar,1952-03-23,0,1,0,0,1
1942,P-07465,Di Biagio,Luigi,1971-06-03,0,0,1,0,2
1943,P-03668,Di Gennaro,Antonio,1958-10-05,0,0,1,0,1
1944,P-01436,Di Livio,Angelo,1966-07-26,0,0,1,0,2
1945,P-02412,Di Lorto,Laurent,1909-01-01,1,0,0,0,1
1946,P-04158,Di María,Ángel,1988-02-14,0,0,1,0,3
1947,P-05673,Di Matteo,Roberto,1970-05-29,0,0,1,0,1
1948,P-08291,Di Natale,Antonio,1977-10-13,0,0,0,1,1
1949,P-00999,Di Stéfano,Alfredo,1926-07-04,0,0,0,1,1
1950,P-08503,Diaby,Abou,1986-05-11,0,0,1,0,1
1951,P-03265,Diagne,Raoul,1910-11-10,0,0,1,0,1
1952,P-00363,Diallo,Abdoulaye,1992-03-30,1,0,0,0,1
1953,P-05062,Diallo,Omar,1972-09-28,1,0,0,0,1
1954,P-00542,Diamantino,not applicable,1959-08-03,0,0,1,0,1
1955,P-04383,Diao,Salif,1977-02-10,0,0,1,0,1
1956,P-01955,Diarra,Alou,1981-07-15,0,0,1,0,2
1957,P-07293,Dias,Rúben,1997-05-14,0,1,0,0,1
1958,P-02537,Diatta,Lamine,1975-07-02,0,1,0,0,1
1959,P-01854,Díaz,Eusebio,not available,0,0,1,0,1
1960,P-06843,Díaz,Farid,1983-07-20,0,1,0,0,1
1961,P-02173,Díaz,Guillermo,1930-12-29,0,0,0,1,1
1962,P-08654,Díaz,Hernán,1965-02-26,0,1,0,0,1
1963,P-02774,Díaz,Isidoro,1938-03-14,0,0,1,1,3
1964,P-06760,Díaz,Ismael,1997-05-12,0,0,0,1,1
1965,P-08134,Díaz,Júnior,1983-09-12,0,1,0,0,1
1966,P-04299,Díaz,Marcelo,1986-12-30,0,0,1,0,1
1967,P-08313,Díaz,Miguel Ángel,1957-01-27,0,1,0,0,1
1968,P-08342,Díaz,Nelson,1942-01-12,0,1,0,0,1
1969,P-01117,Díaz,Ramón,1959-08-29,0,0,0,1,1
1970,P-09739,Díaz,Rubén Toribio,1952-04-17,0,1,0,0,2
1971,P-09344,Dick,Walter,1905-09-20,0,0,0,1,1
1972,P-06077,Dickinson,Jimmy,1925-04-25,0,0,1,0,2
1973,P-07008,Dida,not applicable,1934-03-26,0,0,0,1,1
1974,P-07724,Dida,not applicable,1973-10-07,1,0,0,0,3
1975,P-07686,Diddens,Jan,1908-09-14,0,0,0,1,1
1976,P-09343,Didi,not applicable,1928-10-08,0,0,1,0,3
1977,P-05321,Didulica,Joey,1977-10-14,1,0,0,0,1
1978,P-09439,Dié,Serey,1984-11-07,0,0,1,0,1
1979,P-01549,Dienert,Franz,1900-01-01,0,0,0,1,1
1980,P-09516,Dienst,Robert,1928-03-01,0,0,0,1,2
1981,P-04130,Dier,Eric,1994-01-15,0,0,1,0,1
1982,P-07787,Dietrich,Peter,1944-03-06,0,0,1,0,1
1983,P-00631,Dietz,Bernard,1948-03-22,0,1,0,0,1
1984,P-09536,Diev,Todor,1934-01-28,0,0,1,0,1
1985,P-03853,Digne,Lucas,1993-07-20,0,1,0,0,1
1986,P-02741,Dihanich,Johann,1958-10-24,0,0,1,0,1
1987,P-06492,Dikgacoi,Kagisho,1984-11-24,0,0,1,0,1
1988,P-01559,Dimitriadis,Vasilis,1966-02-01,0,0,0,1,1
1989,P-06215,Dimitrov,Georgi,1959-01-14,0,1,0,0,1
1990,P-04461,Dimitrov,Ivan,1935-05-14,0,1,0,0,2
1991,P-01220,Dimitrov,Panteley,1940-11-02,0,0,1,0,1
1992,P-09925,Dimov,Dimitar,1937-12-13,0,1,0,0,1
1993,P-06608,Dinamite,Roberto,1954-04-13,0,0,0,1,2
1994,P-02991,Dinçer,Mehmet,1924-01-01,0,0,1,0,1
1995,P-07422,Dindane,Aruna,1980-11-26,0,0,0,1,2
1996,P-05341,Dinmohammadi,Sirous,1970-07-02,0,0,1,0,1
1997,P-05960,Dinu,Cornel,1948-08-02,0,0,1,0,1
1998,P-04720,Diogo,Víctor,1958-04-09,0,1,0,0,1
1999,P-02542,Diomandé,Ismaël,1992-08-28,0,0,1,0,1
2000,P-06128,Diomède,Bernard,1974-01-23,0,0,1,0,1
2001,P-04667,Diop,Papa Bouba,1978-01-28,0,0,1,0,1
2002,P-05199,DiOrio,Nicholas,1921-02-04,0,0,0,1,1
2003,P-06645,Diouf,El Hadji,1981-01-15,0,0,0,1,1
2004,P-06944,Diouf,Mame Biram,1987-12-16,0,0,0,1,1
2005,P-00339,Dirar,Nabil,1986-02-25,0,1,0,0,1
2006,P-02014,Dirceu,not applicable,1952-06-15,0,0,1,1,3
2007,P-05741,Dirickx,Henri,1927-07-07,0,1,0,0,1
2008,P-04740,Dirimlili,Basri,1929-06-07,0,1,0,0,1
2009,P-02765,Diskerud,Mix,1990-10-02,0,0,1,0,1
2010,P-03849,Disztl,László,1962-06-04,0,1,0,0,1
2011,P-06950,Disztl,Péter,1960-03-30,1,0,0,0,1
2012,P-03240,Ditchburn,Ted,1921-10-24,1,0,0,0,1
2013,P-03485,Dixon,Kerry,1961-07-24,0,0,0,1,1
2014,P-06935,Dixon,Linval,1971-09-14,0,1,0,0,1
2015,P-04262,Djabou,Abdelmoumene,1987-01-31,0,0,1,0,1
2016,P-00391,Djakpa,Constant,1986-10-17,0,1,0,0,1
2017,P-02797,Djebbour,Rafik,1984-03-08,0,0,0,1,1
2018,P-06640,Djemba-Djemba,Eric,1981-05-04,0,0,1,0,1
2019,P-09909,Djeugoué,Cédric,1992-08-28,0,1,0,0,1
2020,P-01700,Djonkep,Bonaventure,1961-08-20,0,0,0,1,1
2021,P-06627,Djorkaeff,Jean,1939-10-27,0,1,0,0,1
2022,P-01626,Djorkaeff,Youri,1968-03-09,0,0,1,0,2
2023,P-00429,Djourou,Johan,1987-01-18,0,1,0,0,3
2024,P-07266,Dmitrović,Marko,1992-01-24,1,0,0,0,1
2025,P-08716,Dobay,Ștefan,1909-09-26,0,0,0,1,2
2026,P-06395,Dobiaš,Karol,1947-12-18,0,1,0,0,1
2027,P-05835,Doboș,Anton,1965-10-13,0,1,0,0,1
2028,P-09309,Dobrin,Nicolae,1947-08-26,0,0,0,1,1
2029,P-02461,Dobrovolski,Igor,1967-08-27,0,0,0,1,1
2030,P-06321,Doca,not applicable,1903-04-07,0,0,0,1,1
2031,P-09876,Docherty,Tommy,1928-04-24,0,1,1,0,2
2032,P-06938,Dockx,Jean,1941-05-24,0,0,1,0,1
2033,P-05029,Dods,Glenn,1957-07-07,0,1,0,0,1
2034,P-04183,Doesburg,Pim,1943-10-28,1,0,0,0,1
2035,P-02651,Doi,Yoichi,1973-07-25,1,0,0,0,1
2036,P-00824,Dojčinovski,Kiril,1943-10-17,0,1,0,0,1
2037,P-02466,Đokić,Momčilo,1911-02-27,0,0,1,0,1
2038,P-00129,Dolan,Paul,1966-04-16,1,0,0,0,1
2039,P-04751,Dolberg,Kasper,1997-10-06,0,0,0,1,1
2040,P-05407,Dolejší,Břetislav,1928-09-26,1,0,0,0,1
2041,P-08228,Dolmy,Abdelmajid,1953-04-19,0,0,1,0,1
2042,P-01757,Dolny,Tadeusz,1958-05-07,0,1,0,0,1
2043,P-01907,Domarski,Jan,1946-10-28,0,0,0,1,1
2044,P-01538,Domenghini,Angelo,1941-08-25,0,0,0,1,1
2045,P-08352,Domide,Flavius,1946-05-11,0,0,0,1,1
2046,P-09962,Domínguez,Alejandro,1961-02-09,0,0,1,0,1
2047,P-08083,Domínguez,Alexander,1987-06-05,1,0,0,0,1
2048,P-04276,Domínguez,Alfonso,1965-09-24,0,1,0,0,1
2049,P-09358,Domínguez,Diógenes,not available,0,0,0,1,1
2050,P-04502,Domínguez,Rogelio,1932-03-09,1,0,0,0,1
2051,P-04525,Domoraud,Cyril,1971-07-22,0,1,0,0,1
2052,P-01523,Donachie,Willie,1951-10-05,0,1,0,0,2
2053,P-02229,Donadoni,Roberto,1963-09-09,0,0,1,0,2
2054,P-05597,Donaghy,Mal,1957-09-13,0,1,0,0,2
2055,P-05859,Donati,Aldo,1910-09-29,0,0,1,0,1
2056,P-01139,Donelli,Aldo,1907-07-22,0,0,0,1,1
2057,P-08102,Doni,Cristiano,1973-04-01,0,0,1,0,1
2058,P-02369,Doni,not applicable,1979-10-22,1,0,0,0,1
2059,P-07903,Donnelly,Simon,1974-12-01,0,0,0,1,1
2060,P-00973,Donoso,Humberto,1938-10-09,0,1,0,0,1
2061,P-06818,Donovan,Landon,1982-03-04,0,0,1,1,3
2062,P-08168,Dooley,Thomas,1961-12-05,0,0,1,0,2
2063,P-00275,Dorado,Pablo,1908-06-22,0,0,0,1,1
2064,P-01612,Đorđević,Nenad,1979-08-07,0,1,0,0,1
2065,P-01183,Đorđević,Predrag,1972-08-04,0,0,1,0,1
2066,P-06679,Dorigo,Tony,1965-12-31,0,1,0,0,1
2067,P-04345,Doriva,not applicable,1972-05-28,0,0,1,0,1
2068,P-09632,Đorović,Goran,1971-11-11,0,1,0,0,1
2069,P-01909,Dorst,not applicable,not available,0,1,0,0,1
2070,P-07818,dos Santos,Giovani,1989-05-11,0,0,1,1,3
2071,P-01014,dos Santos,Jonathan,1990-04-26,0,0,1,0,1
2072,P-07437,dos Santos,Julio,1983-05-07,0,0,1,0,1
2073,P-07451,Dossena,Giuseppe,1958-05-02,0,0,1,0,1
2074,P-09682,Dossevi,Thomas,1979-03-06,0,0,1,0,1
2075,P-00757,Dougan,Derek,1938-01-20,0,0,0,1,1
2076,P-04641,Douglas,Bryan,1934-05-27,0,0,1,1,2
2077,P-02140,Douglas,Jimmy,1898-01-12,1,0,0,0,1
2078,P-00529,Douis,Yvon,1935-05-16,0,0,0,1,1
2079,P-05605,Doumbia,Seydou,1987-12-31,0,0,0,1,1
2080,P-05142,Downing,Stewart,1984-07-22,0,0,1,0,1
2081,P-00836,Doyle,John,1966-03-16,0,1,0,0,1
2082,P-04654,Dragolov,Vasil,1962-08-17,0,0,0,1,1
2083,P-05372,Dragutinović,Ivica,1975-11-13,0,1,0,0,1
2084,P-08900,Draman,Haminu,1986-04-01,0,0,1,0,1
2085,P-05866,Draxler,Julian,1993-09-20,0,0,1,0,2
2086,P-03999,Dremmler,Wolfgang,1954-07-12,0,0,1,0,1
2087,P-05507,Drid,Nacerdine,1957-01-22,1,0,0,0,1
2088,P-05063,Dries,Marcel,1929-09-19,0,1,0,0,1
2089,P-00218,Drmić,Josip,1992-08-08,0,0,0,1,2
2090,P-08969,Drogba,Didier,1978-03-11,0,0,0,1,3
2091,P-06705,Drok,Daaf,1914-05-23,0,0,0,1,1
2092,P-03342,Dropsy,Dominique,1951-12-09,1,0,0,0,1
2093,P-03825,Drulović,Ljubinko,1968-09-11,0,0,1,0,1
2094,P-03038,Drummond,Domingo,1957-04-14,0,1,0,0,1
2095,P-07700,Drummond,Jervis,1976-09-08,0,1,0,0,2
2096,P-01437,Du,Wei,1982-02-09,0,1,0,0,1
2097,P-06689,Duarte,Jaime,1955-02-27,0,1,0,0,2
2098,P-02615,Duarte,Manuel,1943-05-20,0,0,0,1,1
2099,P-04533,Duarte,Óscar,1989-06-03,0,1,0,0,2
2100,P-03823,Dubinski,Eduard,1935-04-06,0,1,0,0,1
2101,P-07036,Dubó,Rodolfo,1953-09-11,0,0,1,0,1
2102,P-04332,Ducke,Peter,1941-10-14,0,0,0,1,1
2103,P-09440,Ducosté,Serge,1944-02-04,0,1,0,0,1
2104,P-02084,Duda,not applicable,1980-06-27,0,0,1,0,1
2105,P-05552,Dudás,János,1911-02-13,0,0,1,0,2
2106,P-06862,Dudek,Jerzy,1973-03-23,1,0,0,0,1
2107,P-07802,Dudić,Milan,1979-11-01,0,1,0,0,1
2108,P-05592,Dudka,Dariusz,1983-12-09,0,0,1,0,1
2109,P-09973,Duff,Damien,1979-03-02,0,0,1,0,1
2110,P-02083,Dugarry,Christophe,1972-03-24,0,0,0,1,2
2111,P-06543,Đukić,Miroslav,1966-02-19,0,1,0,0,1
2112,P-03673,Dulca,Cristian,1972-09-25,0,1,0,0,1
2113,P-07473,Duljaj,Igor,1979-10-29,0,0,1,0,1
2114,P-04515,Dumitrache,Florea,1948-05-22,0,0,0,1,1
2115,P-01078,Dumitrescu,Ilie,1969-01-06,0,0,0,1,3
2116,P-07538,Dumitru,Ion,1950-01-02,0,1,0,0,1
2117,P-00148,Dunga,not applicable,1963-10-31,0,0,1,0,3
2118,P-01236,Dunker,Gösta,1905-09-16,0,0,0,1,1
2119,P-05928,Dunlop,George,1956-01-16,1,0,0,0,1
2120,P-03919,Dunne,Richard,1979-09-21,0,1,0,0,1
2121,P-03730,Duquesne,Jacques,1940-04-22,1,0,0,0,1
2122,P-05471,Durandal,Segundo,1912-03-17,0,1,0,0,1
2123,P-06559,Ďurica,Ján,1981-12-10,0,1,0,0,1
2124,P-03635,Đuričić,Anđelko,1980-11-21,1,0,0,0,1
2125,P-05974,Durie,Gordon,1965-12-06,0,0,0,1,2
2126,P-04897,Durković,Vladimir,1937-11-06,0,1,0,0,1
2127,P-03314,Durm,Erik,1992-05-12,0,1,0,0,1
2128,P-02011,Durmaz,Jimmy,1989-03-22,0,0,1,0,1
2129,P-08668,Dürr,Richard,1938-12-01,0,0,1,1,2
2130,P-03577,Dvořák,Milan,1934-11-19,0,0,0,1,1
2131,P-07418,Dvornić,Dionizije,1926-04-27,0,0,0,1,1
2132,P-03788,Dyakov,Iliya,1963-09-28,0,1,0,0,1
2133,P-09313,Dybala,Paulo,1993-11-15,0,0,0,1,1
2134,P-06149,Dyer,Kieron,1978-12-29,0,0,1,0,1
2135,P-09487,Dytko,Ewald,1914-10-18,0,0,1,0,1
2136,P-08682,Dzagoev,Alan,1990-06-17,0,0,1,0,2
2137,P-04417,Džajić,Dragan,1946-05-30,0,0,0,1,1
2138,P-01282,Džeko,Edin,1986-03-17,0,0,0,1,1
2139,P-03892,Džemaili,Blerim,1986-04-12,0,0,1,0,3
2140,P-02486,Dziekanowski,Dariusz,1962-09-30,0,0,0,1,1
2141,P-03496,Džinić,Elvedin,1985-08-25,0,1,0,0,1
2142,P-03429,Dziuba,Marek,1955-12-19,0,1,0,0,1
2143,P-04639,Dzodzuashvili,Revaz,1945-04-15,0,1,0,0,1
2144,P-02333,Dzyuba,Artem,1988-08-22,0,0,0,1,1
2145,P-07335,Earle,Robbie,1965-01-27,0,0,1,0,1
2146,P-07981,Eastham,George,1936-09-23,0,0,1,0,2
2147,P-05870,Ebongué,Ernest,1962-05-15,0,0,0,1,1
2148,P-04753,Eboué,Emmanuel,1983-06-04,0,1,0,0,2
2149,P-08702,Ebrahimi,Omid,1987-09-16,0,0,1,0,1
2150,P-00977,Ebuehi,Tyronne,1995-12-16,0,1,0,0,1
2151,P-06834,Ebwellé,Bertin,1962-09-11,0,1,0,0,1
2152,P-02940,Echagüe,Eligio,1938-12-31,0,1,0,0,1
2153,P-09519,Echeberría,Luis María,1940-03-24,0,1,0,0,1
2154,P-09202,Echeverry,Héctor,1938-04-10,0,1,0,0,1
2155,P-03684,Echiéjilé,Elderson,1988-01-20,0,1,0,0,2
2156,P-04824,Eckel,Horst,1932-02-08,0,0,1,0,2
2157,P-04926,Eckersley,Bill,1925-07-16,0,1,0,0,1
2158,P-08592,Eder,Norbert,1955-11-07,0,1,0,0,1
2159,P-05008,Eder,not applicable,1987-12-22,0,0,0,1,1
2160,P-05515,Éder,not applicable,1957-05-25,0,0,0,1,1
2161,P-05667,Ederson,not applicable,1993-08-17,1,0,0,0,1
2162,P-01857,Edevaldo,not applicable,1958-01-28,0,1,0,0,1
2163,P-03330,Edílson,not applicable,1971-09-17,0,0,0,1,1
2164,P-06803,Edinho,not applicable,1955-06-05,0,1,0,0,3
2165,P-04588,Edivaldo,not applicable,1962-04-13,0,0,0,1,1
2166,P-00401,Edman,Erik,1978-11-11,0,1,0,0,2
2167,P-01775,Edmílson,not applicable,1976-07-10,0,1,0,0,1
2168,P-01102,Edmundo,not applicable,1971-04-02,0,0,0,1,1
2169,P-01231,Édson,not applicable,1959-07-03,0,1,0,0,1
2170,P-05385,Edström,Ralf,1952-10-07,0,0,0,1,2
2171,P-09510,Edu,Maurice,1986-04-18,0,0,1,0,1
2172,P-02293,Edu,not applicable,1949-08-06,0,0,0,1,3
2173,P-02269,Eduardo,not applicable,1982-09-19,1,0,0,0,2
2174,P-09770,Eduardo,not applicable,1983-02-25,0,0,0,1,1
2175,P-08589,Edwards,Carlos,1978-10-24,0,0,1,0,1
2176,P-04879,Edwards,Federico,1931-01-25,0,1,0,0,1
2177,P-03148,Edwards,Trevor,1937-01-24,0,1,0,0,1
2178,P-01058,Effenberg,Stefan,1968-08-02,0,0,1,0,1
2179,P-00814,Eggen,Dan,1970-01-13,0,1,0,0,2
2180,P-06915,Eggimann,Mario,1981-01-24,0,1,0,0,1
2181,P-02771,Eggimann,Oliver,1919-01-28,0,0,1,0,2
2182,P-01744,Egli,André,1958-05-08,0,1,0,0,1
2183,P-05702,Eguavoen,Augustine,1965-08-19,0,1,0,0,2
2184,P-07045,Eguren,Sebastián,1981-01-08,0,0,1,0,1
2185,P-00180,Egwuekwe,Azubuike,1989-07-16,0,1,0,0,1
2186,P-06182,Eich,Walter,1925-05-27,1,0,0,0,1
2187,P-04820,Eichmann,Eric,1965-05-07,0,0,0,1,1
2188,P-05911,Eichmann,Léo,1936-12-24,1,0,0,0,1
2189,P-03352,Eid,Saber,1959-05-01,0,0,1,0,1
2190,P-05520,Eisenbeisser,Alfred,1908-04-07,0,0,1,0,1
2191,P-01849,Eizaguirre,Ignacio,1920-11-07,1,0,0,0,1
2192,P-03323,Ejderstedt,Inge,1946-12-24,0,0,1,1,2
